number of descriptions	1 dependency parsing	1 dependency reasoning	1 dependency total	2 dependencies parsing	2 dependencies reasoning	2 dependencies total	3 dependencies parsing	3 dependencies reasoning	3 dependencies total	parsing with dummies	reasoning with dummies	total with dummies
-	272.0	1189.0	1461.0	297.0	7595.0	7892.0	326.0	10376.0	10702.0	579.0	1082.0	1661.0
-	273.0	1114.0	1387.0	311.0	8054.0	8365.0	325.0	11026.0	11351.0	583.0	1076.0	1659.0
-	274.0	1149.0	1423.0	296.0	8383.0	8679.0	326.0	11001.0	11327.0	584.0	1099.0	1683.0
-	269.0	1132.0	1401.0	295.0	8130.0	8425.0	330.0	10617.0	10947.0	576.0	1144.0	1720.0
-	269.0	1193.0	1462.0	301.0	7838.0	8139.0	328.0	10839.0	11167.0	577.0	1115.0	1692.0
-	273.0	1194.0	1467.0	299.0	7277.0	7576.0	325.0	10863.0	11188.0	583.0	1083.0	1666.0
-	273.0	1118.0	1391.0	300.0	7555.0	7855.0	327.0	10805.0	11132.0	582.0	1063.0	1645.0
-	270.0	1147.0	1417.0	299.0	8302.0	8601.0	333.0	11283.0	11616.0	579.0	1088.0	1667.0
-	270.0	1199.0	1469.0	301.0	8512.0	8813.0	336.0	10510.0	10846.0	595.0	1068.0	1663.0
64 (AVG)	566.1	4456.6	5022.7	637.7	31189.4	31827.0	701.1	43429.6	44130.7	1064.5	1147.3	2211.7
-	563.0	4570.0	5133.0	637.0	31430.0	32067.0	688.0	44775.0	45463.0	1050.0	1111.0	2161.0
-	558.0	4674.0	5232.0	632.0	30382.0	31014.0	702.0	43764.0	44466.0	1082.0	1111.0	2193.0
-	561.0	4667.0	5228.0	638.0	30509.0	31147.0	700.0	44465.0	45165.0	1042.0	1118.0	2160.0
-	565.0	4369.0	4934.0	624.0	32178.0	32802.0	692.0	43639.0	44331.0	1084.0	1178.0	2262.0
-	557.0	4272.0	4829.0	639.0	31999.0	32638.0	710.0	44671.0	45381.0	1047.0	1158.0	2205.0
-	562.0	4227.0	4789.0	646.0	31939.0	32585.0	699.0	42128.0	42827.0	1080.0	1115.0	2195.0
-	570.0	4311.0	4881.0	646.0	31990.0	32636.0	691.0	43050.0	43741.0	1057.0	1164.0	2221.0
-	554.0	4454.0	5008.0	629.0	30040.0	30669.0	704.0	42691.0	43395.0	1060.0	1086.0	2146.0
-	564.0	4374.0	4938.0	646.0	31500.0	32146.0	704.0	42289.0	42993.0	1081.0	1093.0	2174.0
-	571.0	4596.0	5167.0	630.0	33236.0	33866.0	692.0	43178.0	43870.0	1076.0	1120.0	2196.0
-	566.0	4709.0	5275.0	633.0	30683.0	31316.0	698.0	43591.0	44289.0	1064.0	1165.0	2229.0
-	557.0	4580.0	5137.0	638.0	31836.0	32474.0	699.0	42034.0	42733.0	1081.0	1117.0	2198.0
-	562.0	4641.0	5203.0	646.0	31646.0	32292.0	711.0	44252.0	44963.0	1069.0	1103.0	2172.0
-	556.0	4320.0	4876.0	645.0	32000.0	32645.0	707.0	43560.0	44267.0	1057.0	1094.0	2151.0
-	570.0	4159.0	4729.0	643.0	30846.0	31489.0	689.0	44341.0	45030.0	1061.0	1166.0	2227.0
-	572.0	4265.0	4837.0	641.0	33226.0	33867.0	701.0	44076.0	44777.0	1070.0	1142.0	2212.0
-	568.0	4399.0	4967.0	631.0	30767.0	31398.0	714.0	42886.0	43600.0	1069.0	1146.0	2215.0
-	557.0	4467.0	5024.0	642.0	30478.0	31120.0	717.0	43693.0	44410.0	1086.0	1106.0	2192.0
-	571.0	4376.0	4947.0	644.0	30728.0	31372.0	690.0	43159.0	43849.0	1058.0	1152.0	2210.0
-	578.0	4260.0	4838.0	639.0	30337.0	30976.0	700.0	43455.0	44155.0	1088.0	1143.0	2231.0
-	569.0	4005.0	4574.0	663.0	31385.0	32048.0	717.0	42960.0	43677.0	1050.0	1210.0	2260.0
-	558.0	4436.0	4994.0	640.0	31468.0	32108.0	701.0	44301.0	45002.0	1066.0	1156.0	2222.0
-	568.0	4350.0	4918.0	639.0	32032.0	32671.0	693.0	45068.0	45761.0	1051.0	1142.0	2193.0
-	566.0	4447.0	5013.0	634.0	31309.0	31943.0	690.0	41972.0	42662.0	1052.0	1181.0	2233.0
-	570.0	4551.0	5121.0	640.0	31203.0	31843.0	699.0	46025.0	46724.0	1047.0	1133.0	2180.0
-	569.0	4416.0	4985.0	649.0	32193.0	32842.0	697.0	43286.0	43983.0	1077.0	1128.0	2205.0
-	565.0	4749.0	5314.0	638.0	31483.0	32121.0	697.0	43505.0	44202.0	1049.0	1120.0	2169.0
-	576.0	4479.0	5055.0	622.0	31176.0	31798.0	701.0	44459.0	45160.0	1086.0	1134.0	2220.0
-	568.0	4493.0	5061.0	642.0	29990.0	30632.0	709.0	43895.0	44604.0	1051.0	1121.0	2172.0
-	564.0	4790.0	5354.0	648.0	31285.0	31933.0	705.0	42891.0	43596.0	1071.0	1160.0	2231.0
-	577.0	4572.0	5149.0	642.0	30040.0	30682.0	708.0	43007.0	43715.0	1062.0	1137.0	2199.0
-	571.0	4597.0	5168.0	630.0	30048.0	30678.0	697.0	44218.0	44915.0	1059.0	1177.0	2236.0
-	560.0	4657.0	5217.0	637.0	31159.0	31796.0	690.0	43133.0	43823.0	1055.0	1185.0	2240.0
-	567.0	4501.0	5068.0	634.0	31715.0	32349.0	758.0	43869.0	44627.0	1070.0	1142.0	2212.0
-	567.0	4373.0	4940.0	633.0	31166.0	31799.0	703.0	43238.0	43941.0	1069.0	1171.0	2240.0
-	571.0	4497.0	5068.0	645.0	30420.0	31065.0	699.0	42893.0	43592.0	1051.0	1221.0	2272.0
-	570.0	4515.0	5085.0	636.0	31334.0	31970.0	709.0	45266.0	45975.0	1053.0	1136.0	2189.0
-	566.0	4395.0	4961.0	632.0	30543.0	31175.0	697.0	43262.0	43959.0	1072.0	1154.0	2226.0
-	570.0	4320.0	4890.0	630.0	31747.0	32377.0	701.0	42961.0	43662.0	1070.0	1182.0	2252.0
-	572.0	4647.0	5219.0	632.0	31429.0	32061.0	702.0	41951.0	42653.0	1067.0	1121.0	2188.0
-	561.0	4555.0	5116.0	625.0	30880.0	31505.0	687.0	43810.0	44497.0	1051.0	1174.0	2225.0
-	569.0	4590.0	5159.0	646.0	31086.0	31732.0	704.0	43142.0	43846.0	1091.0	1160.0	2251.0
-	556.0	4373.0	4929.0	641.0	30646.0	31287.0	700.0	41922.0	42622.0	1045.0	1200.0	2245.0
-	574.0	4566.0	5140.0	635.0	30955.0	31590.0	699.0	42050.0	42749.0	1067.0	1140.0	2207.0
-	573.0	4600.0	5173.0	635.0	31025.0	31660.0	685.0	43541.0	44226.0	1057.0	1144.0	2201.0
-	562.0	4286.0	4848.0	637.0	31310.0	31947.0	696.0	43439.0	44135.0	1057.0	1185.0	2242.0
-	555.0	4557.0	5112.0	632.0	31337.0	31969.0	698.0	43177.0	43875.0	1066.0	1132.0	2198.0
-	571.0	4316.0	4887.0	625.0	30139.0	30764.0	702.0	42714.0	43416.0	1056.0	1183.0	2239.0
-	573.0	4086.0	4659.0	641.0	30391.0	31032.0	706.0	41502.0	42208.0	1061.0	1219.0	2280.0
-	566.0	4421.0	4987.0	632.0	30824.0	31456.0	699.0	44324.0	45023.0	1083.0	1127.0	2210.0
128 (AVG)	1721.2	18266.5	19987.7	1904.6	136806.1	138710.7	2088.1	182949.4	185037.5	2595.6	2174.5	4770.1
-	1696.0	17718.0	19414.0	1920.0	139070.0	140990.0	2137.0	177708.0	179845.0	2618.0	2041.0	4659.0
-	1703.0	17417.0	19120.0	1902.0	135509.0	137411.0	2083.0	186113.0	188196.0	2509.0	2499.0	5008.0
-	1726.0	17454.0	19180.0	1903.0	134628.0	136531.0	2117.0	180919.0	183036.0	2629.0	2276.0	4905.0
-	1729.0	16887.0	18616.0	1887.0	136306.0	138193.0	2096.0	186387.0	188483.0	2592.0	2040.0	4632.0
-	1705.0	17496.0	19201.0	1961.0	142392.0	144353.0	2094.0	181874.0	183968.0	2665.0	1873.0	4538.0
-	1724.0	17703.0	19427.0	1917.0	140557.0	142474.0	2145.0	183289.0	185434.0	2679.0	1846.0	4525.0
-	1743.0	17537.0	19280.0	1865.0	138584.0	140449.0	2113.0	176160.0	178273.0	2556.0	2021.0	4577.0
-	1729.0	17500.0	19229.0	1964.0	136454.0	138418.0	2050.0	179452.0	181502.0	2545.0	2222.0	4767.0
-	1736.0	19200.0	20936.0	1880.0	136895.0	138775.0	2178.0	182658.0	184836.0	2541.0	2381.0	4922.0
-	1699.0	17753.0	19452.0	1902.0	135989.0	137891.0	2064.0	185169.0	187233.0	2611.0	2165.0	4776.0
-	1704.0	17856.0	19560.0	1914.0	135012.0	136926.0	2063.0	184395.0	186458.0	2601.0	2019.0	4620.0
-	1726.0	19422.0	21148.0	1942.0	138184.0	140126.0	2085.0	179030.0	181115.0	2663.0	1951.0	4614.0
-	1736.0	22229.0	23965.0	1949.0	136347.0	138296.0	2098.0	181427.0	183525.0	2666.0	2102.0	4768.0
-	1711.0	19637.0	21348.0	1878.0	134215.0	136093.0	2078.0	181371.0	183449.0	2574.0	2009.0	4583.0
-	1686.0	19969.0	21655.0	1875.0	135967.0	137842.0	2074.0	186313.0	188387.0	2712.0	1874.0	4586.0
-	1714.0	20286.0	22000.0	1914.0	139987.0	141901.0	2103.0	191193.0	193296.0	2558.0	2253.0	4811.0
-	1725.0	20062.0	21787.0	1904.0	134598.0	136502.0	2148.0	180179.0	182327.0	2661.0	2315.0	4976.0
-	1715.0	19144.0	20859.0	1866.0	133538.0	135404.0	2101.0	185485.0	187586.0	2554.0	2127.0	4681.0
-	1750.0	17554.0	19304.0	1921.0	136280.0	138201.0	2107.0	180590.0	182697.0	2676.0	1947.0	4623.0
-	1746.0	18753.0	20499.0	1902.0	137101.0	139003.0	2043.0	182225.0	184268.0	2627.0	1914.0	4541.0
-	1737.0	18048.0	19785.0	1917.0	139243.0	141160.0	2097.0	183868.0	185965.0	2572.0	2413.0	4985.0
-	1735.0	18124.0	19859.0	1874.0	132481.0	134355.0	2074.0	184206.0	186280.0	2576.0	2503.0	5079.0
-	1715.0	17394.0	19109.0	1970.0	134733.0	136703.0	2039.0	175649.0	177688.0	2689.0	2441.0	5130.0
-	1733.0	17570.0	19303.0	1962.0	132493.0	134455.0	2066.0	182109.0	184175.0	2614.0	2180.0	4794.0
-	1735.0	19290.0	21025.0	1916.0	139775.0	141691.0	2063.0	179972.0	182035.0	2610.0	2180.0	4790.0
-	1720.0	18965.0	20685.0	1896.0	142706.0	144602.0	2068.0	183433.0	185501.0	2546.0	2269.0	4815.0
-	1746.0	18280.0	20026.0	1876.0	137734.0	139610.0	2077.0	184971.0	187048.0	2656.0	2120.0	4776.0
-	1725.0	17352.0	19077.0	1900.0	138809.0	140709.0	2044.0	185280.0	187324.0	2542.0	2109.0	4651.0
-	1740.0	17970.0	19710.0	1923.0	135537.0	137460.0	2091.0	178582.0	180673.0	2610.0	1962.0	4572.0
-	1709.0	17295.0	19004.0	1911.0	138872.0	140783.0	2070.0	187531.0	189601.0	2641.0	2127.0	4768.0
-	1702.0	17446.0	19148.0	1875.0	138597.0	140472.0	2110.0	189072.0	191182.0	2599.0	2296.0	4895.0
-	1710.0	18074.0	19784.0	1947.0	136026.0	137973.0	2063.0	185489.0	187552.0	2641.0	2250.0	4891.0
-	1731.0	17615.0	19346.0	1946.0	133005.0	134951.0	2092.0	193398.0	195490.0	2509.0	2446.0	4955.0
-	1732.0	18145.0	19877.0	1871.0	136597.0	138468.0	2052.0	184036.0	186088.0	2579.0	2284.0	4863.0
-	1717.0	19620.0	21337.0	1856.0	146151.0	148007.0	2074.0	176578.0	178652.0	2632.0	2065.0	4697.0
-	1737.0	17594.0	19331.0	1892.0	134967.0	136859.0	2078.0	188530.0	190608.0	2570.0	2044.0	4614.0
-	1735.0	16836.0	18571.0	1906.0	138276.0	140182.0	2095.0	182180.0	184275.0	2597.0	2071.0	4668.0
-	1724.0	17500.0	19224.0	1866.0	136187.0	138053.0	2071.0	180388.0	182459.0	2649.0	1920.0	4569.0
-	1705.0	17594.0	19299.0	1896.0	135836.0	137732.0	2066.0	178124.0	180190.0	2620.0	1907.0	4527.0
-	1694.0	18388.0	20082.0	1871.0	137966.0	139837.0	2080.0	182743.0	184823.0	2640.0	2373.0	5013.0
-	1676.0	17780.0	19456.0	1924.0	138365.0	140289.0	2126.0	182051.0	184177.0	2512.0	2265.0	4777.0
-	1749.0	18708.0	20457.0	1918.0	134264.0	136182.0	2134.0	188239.0	190373.0	2514.0	2193.0	4707.0
-	1720.0	17780.0	19500.0	1900.0	140324.0	142224.0	2047.0	179146.0	181193.0	2562.0	2083.0	4645.0
-	1730.0	18706.0	20436.0	1875.0	132720.0	134595.0	2086.0	189310.0	191396.0	2517.0	2158.0	4675.0
-	1694.0	19560.0	21254.0	1890.0	137090.0	138980.0	2136.0	183511.0	185647.0	2596.0	2268.0	4864.0
-	1734.0	17921.0	19655.0	1890.0	134437.0	136327.0	2070.0	178251.0	180321.0	2523.0	2598.0	5121.0
-	1738.0	17175.0	18913.0	1864.0	134651.0	136515.0	2077.0	182460.0	184537.0	2555.0	2380.0	4935.0
-	1738.0	18677.0	20415.0	1904.0	135208.0	137112.0	2120.0	185886.0	188006.0	2513.0	2460.0	4973.0
-	1695.0	17865.0	19560.0	1913.0	136797.0	138710.0	2087.0	178651.0	180738.0	2567.0	2344.0	4911.0
-	1703.0	18474.0	20177.0	1913.0	132846.0	134759.0	2075.0	181888.0	183963.0	2594.0	2139.0	4733.0
256 (AVG)	6119.0	82856.0	88975.0	6509.9	582810.0	589319.8	7396.5	776569.1	783965.6	7916.8	13183.0	21099.8
-	6134.0	82374.0	88508.0	6617.0	572378.0	578995.0	7464.0	772953.0	780417.0	7887.0	15037.0	22924.0
-	5972.0	84869.0	90841.0	6429.0	571248.0	577677.0	7276.0	752981.0	760257.0	7738.0	13067.0	20805.0
-	5874.0	82917.0	88791.0	6505.0	579666.0	586171.0	7679.0	778873.0	786552.0	7550.0	13682.0	21232.0
-	5914.0	81546.0	87460.0	6592.0	565272.0	571864.0	7276.0	837181.0	844457.0	8194.0	13253.0	21447.0
-	5991.0	83062.0	89053.0	6320.0	587603.0	593923.0	7132.0	786146.0	793278.0	7524.0	13520.0	21044.0
-	6608.0	85845.0	92453.0	6511.0	565799.0	572310.0	7482.0	757540.0	765022.0	8253.0	11839.0	20092.0
-	5935.0	83163.0	89098.0	6386.0	611641.0	618027.0	7156.0	775831.0	782987.0	7953.0	13361.0	21314.0
-	5915.0	83838.0	89753.0	6731.0	601360.0	608091.0	7052.0	805232.0	812284.0	8089.0	13414.0	21503.0
-	5935.0	79766.0	85701.0	6597.0	566166.0	572763.0	7507.0	752301.0	759808.0	7529.0	13006.0	20535.0
-	5913.0	93339.0	99252.0	6634.0	574251.0	580885.0	7395.0	746341.0	753736.0	7485.0	12839.0	20324.0
-	6394.0	79120.0	85514.0	6487.0	565526.0	572013.0	7319.0	774482.0	781801.0	7701.0	13323.0	21024.0
-	6214.0	83674.0	89888.0	6416.0	591911.0	598327.0	7455.0	781145.0	788600.0	7659.0	13058.0	20717.0
-	6312.0	81746.0	88058.0	6573.0	590259.0	596832.0	7351.0	762773.0	770124.0	8151.0	12414.0	20565.0
-	6556.0	79286.0	85842.0	6425.0	620056.0	626481.0	7441.0	775736.0	783177.0	8441.0	13003.0	21444.0
-	6029.0	82409.0	88438.0	6780.0	570169.0	576949.0	7622.0	751123.0	758745.0	7786.0	12802.0	20588.0
-	6247.0	84455.0	90702.0	6954.0	581565.0	588519.0	7329.0	796814.0	804143.0	8175.0	11996.0	20171.0
-	6024.0	83295.0	89319.0	6544.0	564114.0	570658.0	7164.0	800920.0	808084.0	8368.0	13159.0	21527.0
-	5955.0	79416.0	85371.0	6311.0	569667.0	575978.0	7522.0	801457.0	808979.0	8290.0	12837.0	21127.0
-	6311.0	82562.0	88873.0	6635.0	581113.0	587748.0	7024.0	760241.0	767265.0	7826.0	12809.0	20635.0
-	6028.0	83374.0	89402.0	6526.0	604349.0	610875.0	7376.0	769459.0	776835.0	7610.0	13592.0	21202.0
-	6164.0	81760.0	87924.0	6641.0	563671.0	570312.0	7497.0	757573.0	765070.0	7883.0	12754.0	20637.0
-	5975.0	84477.0	90452.0	6613.0	593180.0	599793.0	7297.0	782427.0	789724.0	8194.0	13134.0	21328.0
-	6297.0	80968.0	87265.0	6624.0	570062.0	576686.0	7374.0	779045.0	786419.0	8264.0	12769.0	21033.0
-	5911.0	82754.0	88665.0	6958.0	581475.0	588433.0	7604.0	757479.0	765083.0	7271.0	14292.0	21563.0
-	5937.0	84998.0	90935.0	6240.0	581782.0	588022.0	7621.0	794901.0	802522.0	7466.0	13759.0	21225.0
-	6060.0	81146.0	87206.0	6462.0	559084.0	565546.0	7609.0	777220.0	784829.0	7642.0	14240.0	21882.0
-	6302.0	81221.0	87523.0	6778.0	596089.0	602867.0	7537.0	772928.0	780465.0	8248.0	13210.0	21458.0
-	5946.0	80667.0	86613.0	6454.0	563192.0	569646.0	7341.0	805352.0	812693.0	7652.0	13913.0	21565.0
-	6271.0	87728.0	93999.0	6434.0	572400.0	578834.0	7048.0	780440.0	787488.0	8585.0	12211.0	20796.0
-	6314.0	78677.0	84991.0	6625.0	580656.0	587281.0	7443.0	775631.0	783074.0	7612.0	13960.0	21572.0
-	6087.0	82280.0	88367.0	6607.0	584509.0	591116.0	7323.0	770850.0	778173.0	8145.0	13126.0	21271.0
-	6403.0	83698.0	90101.0	6389.0	583411.0	589800.0	7542.0	771919.0	779461.0	7818.0	13711.0	21529.0
-	6312.0	83800.0	90112.0	6352.0	581614.0	587966.0	7675.0	813821.0	821496.0	8134.0	13036.0	21170.0
-	5928.0	79294.0	85222.0	6350.0	591572.0	597922.0	7376.0	796956.0	804332.0	7699.0	12589.0	20288.0
-	6080.0	81316.0	87396.0	6213.0	592099.0	598312.0	7612.0	758686.0	766298.0	7605.0	13330.0	20935.0
-	6279.0	81504.0	87783.0	6422.0	592950.0	599372.0	7279.0	850617.0	857896.0	7704.0	13452.0	21156.0
-	6134.0	87718.0	93852.0	6381.0	566236.0	572617.0	7417.0	765512.0	772929.0	8125.0	13221.0	21346.0
-	6398.0	82430.0	88828.0	6298.0	633332.0	639630.0	7595.0	752982.0	760577.0	8172.0	12741.0	20913.0
-	5998.0	81243.0	87241.0	6370.0	577385.0	583755.0	7456.0	757055.0	764511.0	7873.0	12976.0	20849.0
-	6281.0	81086.0	87367.0	6370.0	579913.0	586283.0	7069.0	753045.0	760114.0	7970.0	13397.0	21367.0
-	6123.0	83300.0	89423.0	6417.0	596941.0	603358.0	7431.0	778192.0	785623.0	7760.0	12840.0	20600.0
-	6451.0	82310.0	88761.0	6346.0	622452.0	628798.0	7329.0	758760.0	766089.0	7949.0	13012.0	20961.0
-	6064.0	79347.0	85411.0	6668.0	589209.0	595877.0	7557.0	784538.0	792095.0	7736.0	12712.0	20448.0
-	5886.0	82501.0	88387.0	6388.0	576382.0	582770.0	6779.0	764827.0	771606.0	8220.0	13127.0	21347.0
-	6456.0	80247.0	86703.0	6620.0	584570.0	591190.0	7681.0	775800.0	783481.0	8073.0	13149.0	21222.0
-	5825.0	83848.0	89673.0	6316.0	571779.0	578095.0	7765.0	740515.0	748280.0	7622.0	13101.0	20723.0
-	5939.0	85449.0	91388.0	6429.0	602348.0	608777.0	7296.0	792036.0	799332.0	8317.0	12927.0	21244.0
-	5811.0	83885.0	89696.0	6460.0	575746.0	582206.0	7705.0	789586.0	797291.0	7346.0	13977.0	21323.0
-	5950.0	87336.0	93286.0	6746.0	579745.0	586491.0	7334.0	785874.0	793208.0	8224.0	13614.0	21838.0
-	6107.0	85757.0	91864.0	6550.0	562601.0	569151.0	7213.0	744358.0	751571.0	8323.0	12857.0	21180.0
