number of descriptions	1 dependency parsing	1 dependency reasoning	1 dependency total	2 dependencies parsing	2 dependencies reasoning	2 dependencies total	3 dependencies parsing	3 dependencies reasoning	3 dependencies total	parsing with dummies	reasoning with dummies	total with dummies
-	79.0	18.0	97.0	84.0	39.0	123.0	89.0	190.0	279.0	106.0	13.0	119.0
-	75.0	26.0	101.0	79.0	58.0	137.0	93.0	107.0	200.0	100.0	28.0	128.0
-	75.0	21.0	96.0	97.0	26.0	123.0	91.0	109.0	200.0	98.0	33.0	131.0
-	77.0	36.0	113.0	103.0	28.0	131.0	100.0	91.0	191.0	98.0	324.0	422.0
-	71.0	35.0	106.0	91.0	35.0	126.0	96.0	126.0	222.0	96.0	91.0	187.0
-	70.0	36.0	106.0	108.0	18.0	126.0	98.0	105.0	203.0	91.0	37.0	128.0
-	70.0	31.0	101.0	116.0	6.0	122.0	89.0	113.0	202.0	96.0	14.0	110.0
-	80.0	16.0	96.0	77.0	57.0	134.0	93.0	102.0	195.0	181.0	-62.0	119.0
-	80.0	33.0	113.0	89.0	31.0	120.0	87.0	119.0	206.0	120.0	-8.0	112.0
-	71.0	30.0	101.0	99.0	24.0	123.0	179.0	27.0	206.0	133.0	-5.0	128.0
-	70.0	34.0	104.0	89.0	30.0	119.0	118.0	97.0	215.0	90.0	25.0	115.0
-	74.0	26.0	100.0	88.0	48.0	136.0	142.0	48.0	190.0	100.0	29.0	129.0
-	70.0	34.0	104.0	78.0	65.0	143.0	105.0	91.0	196.0	106.0	12.0	118.0
-	71.0	30.0	101.0	77.0	46.0	123.0	93.0	107.0	200.0	101.0	24.0	125.0
-	74.0	23.0	97.0	84.0	38.0	122.0	88.0	116.0	204.0	96.0	25.0	121.0
-	79.0	29.0	108.0	81.0	66.0	147.0	97.0	100.0	197.0	98.0	23.0	121.0
-	72.0	33.0	105.0	85.0	44.0	129.0	97.0	87.0	184.0	94.0	37.0	131.0
-	70.0	29.0	99.0	82.0	50.0	132.0	105.0	91.0	196.0	107.0	8.0	115.0
-	79.0	8.0	87.0	86.0	29.0	115.0	87.0	107.0	194.0	101.0	32.0	133.0
-	73.0	37.0	110.0	78.0	43.0	121.0	99.0	113.0	212.0	88.0	27.0	115.0
-	77.0	27.0	104.0	84.0	55.0	139.0	98.0	93.0	191.0	105.0	10.0	115.0
-	78.0	17.0	95.0	91.0	46.0	137.0	108.0	91.0	199.0	107.0	9.0	116.0
-	82.0	10.0	92.0	88.0	35.0	123.0	104.0	90.0	194.0	91.0	23.0	114.0
-	76.0	25.0	101.0	84.0	48.0	132.0	104.0	110.0	214.0	109.0	12.0	121.0
-	76.0	26.0	102.0	80.0	92.0	172.0	90.0	192.0	282.0	118.0	4.0	122.0
-	69.0	19.0	88.0	338.0	-42.0	296.0	88.0	130.0	218.0	96.0	34.0	130.0
-	70.0	37.0	107.0	78.0	53.0	131.0	88.0	116.0	204.0	109.0	6.0	115.0
-	78.0	17.0	95.0	78.0	68.0	146.0	106.0	92.0	198.0	108.0	21.0	129.0
-	76.0	22.0	98.0	83.0	53.0	136.0	89.0	124.0	213.0	97.0	13.0	110.0
-	73.0	793.0	866.0	80.0	52.0	132.0	98.0	90.0	188.0	90.0	23.0	113.0
-	70.0	122.0	192.0	86.0	42.0	128.0	88.0	102.0	190.0	98.0	4.0	102.0
-	78.0	29.0	107.0	94.0	53.0	147.0	88.0	111.0	199.0	106.0	-6.0	100.0
-	71.0	16.0	87.0	83.0	50.0	133.0	91.0	93.0	184.0	92.0	22.0	114.0
-	79.0	17.0	96.0	80.0	63.0	143.0	93.0	105.0	198.0	87.0	35.0	122.0
-	75.0	27.0	102.0	89.0	55.0	144.0	88.0	116.0	204.0	98.0	20.0	118.0
-	71.0	34.0	105.0	89.0	34.0	123.0	94.0	100.0	194.0	109.0	29.0	138.0
-	78.0	31.0	109.0	79.0	54.0	133.0	88.0	98.0	186.0	95.0	30.0	125.0
-	76.0	20.0	96.0	77.0	64.0	141.0	98.0	92.0	190.0	91.0	36.0	127.0
-	70.0	33.0	103.0	84.0	43.0	127.0	100.0	95.0	195.0	98.0	17.0	115.0
128 (AVG)	114.0	48.2	162.2	126.0	113.9	239.9	146.2	263.7	409.9	137.8	23.2	161.0
-	115.0	57.0	172.0	124.0	158.0	282.0	149.0	244.0	393.0	133.0	36.0	169.0
-	111.0	50.0	161.0	130.0	188.0	318.0	153.0	253.0	406.0	135.0	29.0	164.0
-	106.0	51.0	157.0	125.0	109.0	234.0	150.0	322.0	472.0	138.0	14.0	152.0
-	108.0	42.0	150.0	136.0	101.0	237.0	147.0	256.0	403.0	134.0	33.0	167.0
-	109.0	50.0	159.0	122.0	106.0	228.0	146.0	263.0	409.0	143.0	22.0	165.0
-	111.0	54.0	165.0	122.0	119.0	241.0	140.0	285.0	425.0	170.0	-23.0	147.0
-	106.0	41.0	147.0	128.0	105.0	233.0	140.0	261.0	401.0	123.0	25.0	148.0
-	111.0	49.0	160.0	121.0	114.0	235.0	147.0	255.0	402.0	140.0	26.0	166.0
-	107.0	63.0	170.0	124.0	108.0	232.0	140.0	253.0	393.0	189.0	-44.0	145.0
-	114.0	38.0	152.0	127.0	113.0	240.0	151.0	303.0	454.0	127.0	40.0	167.0
-	114.0	46.0	160.0	163.0	73.0	236.0	139.0	270.0	409.0	131.0	14.0	145.0
-	112.0	43.0	155.0	121.0	117.0	238.0	139.0	304.0	443.0	136.0	17.0	153.0
-	109.0	47.0	156.0	133.0	93.0	226.0	143.0	258.0	401.0	138.0	28.0	166.0
-	111.0	36.0	147.0	125.0	96.0	221.0	146.0	247.0	393.0	142.0	27.0	169.0
-	112.0	29.0	141.0	126.0	115.0	241.0	139.0	352.0	491.0	145.0	.0	145.0
-	111.0	41.0	152.0	124.0	107.0	231.0	141.0	264.0	405.0	136.0	3.0	139.0
-	106.0	40.0	146.0	121.0	115.0	236.0	148.0	260.0	408.0	134.0	21.0	155.0
-	111.0	47.0	158.0	121.0	118.0	239.0	140.0	271.0	411.0	127.0	40.0	167.0
-	108.0	45.0	153.0	134.0	93.0	227.0	143.0	275.0	418.0	138.0	26.0	164.0
-	107.0	67.0	174.0	122.0	99.0	221.0	146.0	254.0	400.0	139.0	22.0	161.0
-	108.0	47.0	155.0	128.0	105.0	233.0	140.0	266.0	406.0	134.0	41.0	175.0
-	115.0	32.0	147.0	131.0	103.0	234.0	188.0	229.0	417.0	153.0	-4.0	149.0
-	118.0	27.0	145.0	125.0	136.0	261.0	141.0	253.0	394.0	126.0	31.0	157.0
-	121.0	26.0	147.0	121.0	121.0	242.0	139.0	270.0	409.0	127.0	21.0	148.0
-	115.0	42.0	157.0	121.0	115.0	236.0	147.0	242.0	389.0	133.0	14.0	147.0
-	117.0	51.0	168.0	131.0	105.0	236.0	141.0	244.0	385.0	132.0	24.0	156.0
-	107.0	73.0	180.0	121.0	122.0	243.0	141.0	254.0	395.0	130.0	21.0	151.0
-	113.0	40.0	153.0	121.0	118.0	239.0	141.0	279.0	420.0	124.0	121.0	245.0
-	114.0	48.0	162.0	130.0	100.0	230.0	140.0	246.0	386.0	133.0	102.0	235.0
-	114.0	273.0	387.0	122.0	112.0	234.0	160.0	252.0	412.0	126.0	17.0	143.0
-	106.0	58.0	164.0	125.0	114.0	239.0	140.0	255.0	395.0	132.0	43.0	175.0
-	113.0	47.0	160.0	122.0	130.0	252.0	150.0	257.0	407.0	129.0	18.0	147.0
-	115.0	30.0	145.0	125.0	107.0	232.0	143.0	250.0	393.0	141.0	25.0	166.0
-	106.0	36.0	142.0	128.0	100.0	228.0	140.0	267.0	407.0	132.0	11.0	143.0
-	113.0	65.0	178.0	129.0	113.0	242.0	139.0	258.0	397.0	133.0	20.0	153.0
-	108.0	44.0	152.0	122.0	107.0	229.0	141.0	249.0	390.0	134.0	29.0	163.0
-	106.0	52.0	158.0	121.0	120.0	241.0	146.0	280.0	426.0	141.0	10.0	151.0
-	114.0	46.0	160.0	125.0	98.0	223.0	139.0	270.0	409.0	136.0	35.0	171.0
-	112.0	52.0	164.0	121.0	109.0	230.0	141.0	329.0	470.0	134.0	29.0	163.0
-	114.0	33.0	147.0	125.0	103.0	228.0	149.0	249.0	398.0	133.0	20.0	153.0
-	116.0	78.0	194.0	128.0	115.0	243.0	165.0	228.0	393.0	129.0	23.0	152.0
-	105.0	75.0	180.0	129.0	111.0	240.0	163.0	233.0	396.0	133.0	45.0	178.0
-	113.0	41.0	154.0	127.0	229.0	356.0	167.0	240.0	407.0	124.0	42.0	166.0
-	106.0	37.0	143.0	121.0	103.0	224.0	143.0	274.0	417.0	132.0	29.0	161.0
-	107.0	51.0	158.0	129.0	116.0	245.0	155.0	242.0	397.0	133.0	29.0	162.0
-	106.0	53.0	159.0	130.0	114.0	244.0	145.0	262.0	407.0	221.0	-65.0	156.0
-	271.0	-119.0	152.0	121.0	108.0	229.0	141.0	285.0	426.0	130.0	44.0	174.0
-	106.0	61.0	167.0	120.0	115.0	235.0	150.0	253.0	403.0	155.0	.0	155.0
-	114.0	38.0	152.0	127.0	99.0	226.0	148.0	255.0	403.0	139.0	8.0	147.0
-	106.0	39.0	145.0	123.0	102.0	225.0	142.0	264.0	406.0	133.0	21.0	154.0
256 (AVG)	183.8	108.7	292.4	212.9	311.9	524.8	250.0	787.8	1037.8	205.7	26.5	232.2
-	185.0	92.0	277.0	218.0	287.0	505.0	254.0	778.0	1032.0	218.0	19.0	237.0
-	175.0	97.0	272.0	209.0	304.0	513.0	246.0	790.0	1036.0	203.0	28.0	231.0
-	176.0	95.0	271.0	208.0	315.0	523.0	246.0	856.0	1102.0	201.0	87.0	288.0
-	175.0	100.0	275.0	208.0	425.0	633.0	248.0	794.0	1042.0	203.0	18.0	221.0
-	174.0	97.0	271.0	224.0	322.0	546.0	248.0	787.0	1035.0	236.0	-8.0	228.0
-	178.0	99.0	277.0	211.0	297.0	508.0	250.0	797.0	1047.0	235.0	-11.0	224.0
-	185.0	328.0	513.0	208.0	310.0	518.0	252.0	778.0	1030.0	207.0	46.0	253.0
-	174.0	168.0	342.0	212.0	295.0	507.0	262.0	766.0	1028.0	193.0	34.0	227.0
-	190.0	81.0	271.0	217.0	293.0	510.0	254.0	778.0	1032.0	213.0	-5.0	208.0
-	182.0	92.0	274.0	207.0	319.0	526.0	245.0	790.0	1035.0	200.0	31.0	231.0
-	184.0	153.0	337.0	207.0	318.0	525.0	249.0	783.0	1032.0	214.0	-3.0	211.0
-	181.0	94.0	275.0	219.0	297.0	516.0	243.0	765.0	1008.0	215.0	15.0	230.0
-	179.0	101.0	280.0	219.0	302.0	521.0	252.0	776.0	1028.0	204.0	36.0	240.0
-	177.0	104.0	281.0	237.0	288.0	525.0	251.0	766.0	1017.0	196.0	24.0	220.0
-	182.0	141.0	323.0	211.0	316.0	527.0	243.0	794.0	1037.0	209.0	19.0	228.0
-	182.0	131.0	313.0	230.0	281.0	511.0	255.0	787.0	1042.0	194.0	27.0	221.0
-	174.0	99.0	273.0	211.0	300.0	511.0	250.0	773.0	1023.0	201.0	6.0	207.0
-	183.0	95.0	278.0	215.0	300.0	515.0	256.0	787.0	1043.0	207.0	23.0	230.0
-	175.0	93.0	268.0	208.0	325.0	533.0	246.0	776.0	1022.0	203.0	34.0	237.0
-	175.0	100.0	275.0	216.0	294.0	510.0	264.0	767.0	1031.0	194.0	33.0	227.0
-	178.0	99.0	277.0	208.0	315.0	523.0	248.0	793.0	1041.0	201.0	17.0	218.0
-	175.0	99.0	274.0	207.0	361.0	568.0	263.0	772.0	1035.0	207.0	48.0	255.0
-	185.0	80.0	265.0	216.0	305.0	521.0	249.0	833.0	1082.0	216.0	11.0	227.0
-	187.0	73.0	260.0	206.0	318.0	524.0	250.0	779.0	1029.0	206.0	12.0	218.0
-	184.0	125.0	309.0	207.0	315.0	522.0	256.0	762.0	1018.0	205.0	65.0	270.0
-	181.0	104.0	285.0	209.0	313.0	522.0	246.0	782.0	1028.0	202.0	50.0	252.0
-	183.0	97.0	280.0	209.0	295.0	504.0	248.0	775.0	1023.0	195.0	54.0	249.0
-	175.0	100.0	275.0	217.0	284.0	501.0	243.0	784.0	1027.0	197.0	30.0	227.0
-	177.0	103.0	280.0	208.0	409.0	617.0	246.0	779.0	1025.0	236.0	-6.0	230.0
-	181.0	82.0	263.0	213.0	298.0	511.0	244.0	766.0	1010.0	197.0	31.0	228.0
-	176.0	135.0	311.0	214.0	293.0	507.0	247.0	780.0	1027.0	201.0	14.0	215.0
-	181.0	91.0	272.0	222.0	298.0	520.0	246.0	778.0	1024.0	199.0	27.0	226.0
-	175.0	96.0	271.0	216.0	309.0	525.0	249.0	903.0	1152.0	206.0	5.0	211.0
-	398.0	-127.0	271.0	208.0	296.0	504.0	245.0	796.0	1041.0	202.0	8.0	210.0
-	175.0	108.0	283.0	206.0	300.0	506.0	251.0	768.0	1019.0	199.0	22.0	221.0
-	186.0	90.0	276.0	212.0	298.0	510.0	256.0	774.0	1030.0	217.0	14.0	231.0
-	179.0	159.0	338.0	223.0	300.0	523.0	244.0	792.0	1036.0	207.0	27.0	234.0
-	186.0	90.0	276.0	208.0	326.0	534.0	259.0	777.0	1036.0	205.0	25.0	230.0
-	180.0	132.0	312.0	220.0	281.0	501.0	257.0	761.0	1018.0	195.0	22.0	217.0
-	183.0	142.0	325.0	206.0	412.0	618.0	246.0	831.0	1077.0	198.0	36.0	234.0
-	175.0	263.0	438.0	210.0	321.0	531.0	245.0	791.0	1036.0	201.0	39.0	240.0
-	186.0	89.0	275.0	218.0	330.0	548.0	255.0	782.0	1037.0	203.0	29.0	232.0
-	186.0	77.0	263.0	212.0	297.0	509.0	254.0	795.0	1049.0	219.0	5.0	224.0
-	175.0	122.0	297.0	210.0	304.0	514.0	251.0	836.0	1087.0	198.0	27.0	225.0
-	174.0	112.0	286.0	210.0	300.0	510.0	252.0	772.0	1024.0	211.0	5.0	216.0
-	178.0	134.0	312.0	207.0	306.0	513.0	252.0	827.0	1079.0	200.0	29.0	229.0
-	176.0	105.0	281.0	210.0	307.0	517.0	254.0	768.0	1022.0	211.0	108.0	319.0
-	174.0	104.0	278.0	215.0	303.0	518.0	243.0	784.0	1027.0	194.0	72.0	266.0
-	174.0	103.0	277.0	213.0	315.0	528.0	243.0	765.0	1008.0	202.0	28.0	230.0
-	179.0	87.0	266.0	211.0	298.0	509.0	244.0	799.0	1043.0	210.0	18.0	228.0
512 (AVG)	323.1	268.3	591.4	383.0	1044.5	1427.5	460.7	2660.8	3121.5	344.2	32.7	376.9
-	340.0	255.0	595.0	381.0	1039.0	1420.0	456.0	2728.0	3184.0	358.0	11.0	369.0
-	321.0	300.0	621.0	389.0	1030.0	1419.0	466.0	2639.0	3105.0	345.0	18.0	363.0
-	317.0	275.0	592.0	382.0	1047.0	1429.0	466.0	2621.0	3087.0	345.0	10.0	355.0
-	325.0	251.0	576.0	377.0	1029.0	1406.0	460.0	2636.0	3096.0	347.0	16.0	363.0
-	314.0	262.0	576.0	379.0	1024.0	1403.0	454.0	2620.0	3074.0	336.0	38.0	374.0
-	314.0	277.0	591.0	382.0	1032.0	1414.0	485.0	2617.0	3102.0	342.0	248.0	590.0
-	323.0	246.0	569.0	378.0	1021.0	1399.0	452.0	2746.0	3198.0	341.0	15.0	356.0
-	316.0	270.0	586.0	379.0	1092.0	1471.0	467.0	2630.0	3097.0	338.0	28.0	366.0
-	328.0	245.0	573.0	380.0	1034.0	1414.0	453.0	2630.0	3083.0	333.0	26.0	359.0
-	331.0	248.0	579.0	389.0	1015.0	1404.0	462.0	2725.0	3187.0	344.0	23.0	367.0
-	331.0	254.0	585.0	379.0	1051.0	1430.0	453.0	2661.0	3114.0	342.0	23.0	365.0
-	318.0	274.0	592.0	395.0	1028.0	1423.0	457.0	2746.0	3203.0	349.0	15.0	364.0
-	328.0	269.0	597.0	389.0	1022.0	1411.0	457.0	2746.0	3203.0	344.0	32.0	376.0
-	319.0	247.0	566.0	384.0	1040.0	1424.0	461.0	2626.0	3087.0	350.0	9.0	359.0
-	342.0	249.0	591.0	380.0	1038.0	1418.0	458.0	2655.0	3113.0	347.0	21.0	368.0
-	339.0	244.0	583.0	390.0	1036.0	1426.0	457.0	2756.0	3213.0	335.0	35.0	370.0
-	319.0	264.0	583.0	379.0	1027.0	1406.0	474.0	2733.0	3207.0	345.0	28.0	373.0
-	319.0	258.0	577.0	383.0	1012.0	1395.0	466.0	2558.0	3024.0	346.0	44.0	390.0
-	328.0	325.0	653.0	383.0	1023.0	1406.0	454.0	2635.0	3089.0	342.0	56.0	398.0
-	320.0	281.0	601.0	378.0	1042.0	1420.0	456.0	2640.0	3096.0	343.0	28.0	371.0
-	314.0	264.0	578.0	383.0	1026.0	1409.0	453.0	2650.0	3103.0	345.0	34.0	379.0
-	329.0	341.0	670.0	378.0	1229.0	1607.0	459.0	2700.0	3159.0	346.0	14.0	360.0
-	324.0	247.0	571.0	374.0	1049.0	1423.0	465.0	2636.0	3101.0	344.0	35.0	379.0
-	325.0	262.0	587.0	377.0	1041.0	1418.0	454.0	2627.0	3081.0	336.0	24.0	360.0
-	321.0	270.0	591.0	379.0	1017.0	1396.0	459.0	2578.0	3037.0	346.0	23.0	369.0
-	321.0	271.0	592.0	392.0	1017.0	1409.0	458.0	2750.0	3208.0	349.0	16.0	365.0
-	317.0	279.0	596.0	387.0	1034.0	1421.0	455.0	2678.0	3133.0	355.0	8.0	363.0
-	317.0	262.0	579.0	384.0	1049.0	1433.0	463.0	2631.0	3094.0	356.0	12.0	368.0
-	331.0	334.0	665.0	381.0	1149.0	1530.0	461.0	2659.0	3120.0	339.0	31.0	370.0
-	323.0	270.0	593.0	378.0	1041.0	1419.0	463.0	2787.0	3250.0	354.0	25.0	379.0
-	314.0	264.0	578.0	391.0	1029.0	1420.0	465.0	2581.0	3046.0	345.0	21.0	366.0
-	317.0	275.0	592.0	377.0	1054.0	1431.0	467.0	2742.0	3209.0	342.0	21.0	363.0
-	317.0	266.0	583.0	376.0	1034.0	1410.0	454.0	2663.0	3117.0	345.0	27.0	372.0
-	318.0	253.0	571.0	385.0	1020.0	1405.0	453.0	2644.0	3097.0	335.0	73.0	408.0
-	324.0	280.0	604.0	400.0	1011.0	1411.0	452.0	2657.0	3109.0	345.0	43.0	388.0
-	320.0	265.0	585.0	380.0	1021.0	1401.0	456.0	2720.0	3176.0	333.0	48.0	381.0
-	328.0	248.0	576.0	381.0	1016.0	1397.0	455.0	2631.0	3086.0	336.0	34.0	370.0
-	317.0	298.0	615.0	390.0	1041.0	1431.0	466.0	2770.0	3236.0	335.0	20.0	355.0
-	325.0	246.0	571.0	377.0	1187.0	1564.0	511.0	2579.0	3090.0	342.0	32.0	374.0
-	328.0	297.0	625.0	382.0	1042.0	1424.0	457.0	2631.0	3088.0	336.0	37.0	373.0
-	328.0	254.0	582.0	385.0	1020.0	1405.0	480.0	2620.0	3100.0	339.0	24.0	363.0
-	319.0	265.0	584.0	383.0	1055.0	1438.0	455.0	2648.0	3103.0	347.0	18.0	365.0
-	319.0	265.0	584.0	381.0	1078.0	1459.0	462.0	2693.0	3155.0	349.0	23.0	372.0
-	322.0	250.0	572.0	377.0	1031.0	1408.0	456.0	2635.0	3091.0	360.0	25.0	385.0
-	325.0	266.0	591.0	383.0	1034.0	1417.0	452.0	2637.0	3089.0	351.0	29.0	380.0
-	330.0	262.0	592.0	383.0	1056.0	1439.0	456.0	2658.0	3114.0	347.0	4.0	351.0
-	329.0	257.0	586.0	385.0	1042.0	1427.0	460.0	2657.0	3117.0	348.0	137.0	485.0
-	324.0	280.0	604.0	391.0	1043.0	1434.0	455.0	2627.0	3082.0	336.0	45.0	381.0
-	319.0	265.0	584.0	388.0	1056.0	1444.0	465.0	2624.0	3089.0	340.0	16.0	356.0
-	319.0	263.0	582.0	387.0	1020.0	1407.0	453.0	2580.0	3033.0	357.0	10.0	367.0
1024 (AVG)	597.6	903.1	1500.8	728.9	3640.0	4369.0	890.8	9105.1	9995.9	635.4	30.3	665.7
-	600.0	877.0	1477.0	809.0	3387.0	4196.0	911.0	9080.0	9991.0	643.0	46.0	689.0
-	591.0	893.0	1484.0	720.0	3599.0	4319.0	896.0	8839.0	9735.0	626.0	3.0	629.0
-	596.0	886.0	1482.0	717.0	3672.0	4389.0	871.0	8939.0	9810.0	614.0	41.0	655.0
-	605.0	869.0	1474.0	724.0	3647.0	4371.0	870.0	9060.0	9930.0	635.0	8.0	643.0
-	598.0	901.0	1499.0	718.0	3626.0	4344.0	877.0	9252.0	10129.0	622.0	44.0	666.0
-	593.0	927.0	1520.0	725.0	3701.0	4426.0	893.0	9080.0	9973.0	637.0	15.0	652.0
-	592.0	906.0	1498.0	717.0	3630.0	4347.0	876.0	8991.0	9867.0	621.0	42.0	663.0
-	595.0	934.0	1529.0	741.0	3592.0	4333.0	892.0	9052.0	9944.0	644.0	25.0	669.0
-	608.0	874.0	1482.0	719.0	3794.0	4513.0	873.0	9529.0	10402.0	644.0	19.0	663.0
-	603.0	911.0	1514.0	721.0	3638.0	4359.0	899.0	9173.0	10072.0	639.0	31.0	670.0
-	621.0	891.0	1512.0	725.0	3525.0	4250.0	891.0	8978.0	9869.0	647.0	87.0	734.0
-	590.0	888.0	1478.0	728.0	3774.0	4502.0	875.0	9207.0	10082.0	648.0	-1.0	647.0
-	593.0	1057.0	1650.0	731.0	3825.0	4556.0	902.0	9238.0	10140.0	629.0	47.0	676.0
-	592.0	886.0	1478.0	734.0	3614.0	4348.0	878.0	9001.0	9879.0	632.0	14.0	646.0
-	609.0	823.0	1432.0	725.0	3597.0	4322.0	872.0	8816.0	9688.0	638.0	45.0	683.0
-	595.0	894.0	1489.0	732.0	3637.0	4369.0	896.0	9019.0	9915.0	640.0	44.0	684.0
-	593.0	892.0	1485.0	748.0	3580.0	4328.0	901.0	9183.0	10084.0	644.0	24.0	668.0
-	592.0	907.0	1499.0	727.0	3670.0	4397.0	897.0	9387.0	10284.0	618.0	43.0	661.0
-	593.0	898.0	1491.0	730.0	3506.0	4236.0	875.0	9350.0	10225.0	638.0	30.0	668.0
-	600.0	873.0	1473.0	735.0	3656.0	4391.0	897.0	9685.0	10582.0	643.0	23.0	666.0
-	604.0	886.0	1490.0	729.0	3630.0	4359.0	875.0	9086.0	9961.0	616.0	57.0	673.0
-	604.0	883.0	1487.0	723.0	3601.0	4324.0	902.0	9010.0	9912.0	636.0	20.0	656.0
-	598.0	894.0	1492.0	724.0	3742.0	4466.0	898.0	9105.0	10003.0	643.0	-2.0	641.0
-	594.0	894.0	1488.0	729.0	3700.0	4429.0	913.0	8836.0	9749.0	636.0	39.0	675.0
-	603.0	1040.0	1643.0	734.0	3623.0	4357.0	879.0	9019.0	9898.0	651.0	18.0	669.0
-	599.0	886.0	1485.0	730.0	3653.0	4383.0	906.0	9405.0	10311.0	641.0	12.0	653.0
-	593.0	887.0	1480.0	737.0	3871.0	4608.0	880.0	9064.0	9944.0	637.0	58.0	695.0
-	594.0	877.0	1471.0	722.0	3525.0	4247.0	899.0	9130.0	10029.0	634.0	19.0	653.0
-	603.0	1051.0	1654.0	729.0	3624.0	4353.0	893.0	9148.0	10041.0	658.0	33.0	691.0
-	601.0	895.0	1496.0	730.0	3623.0	4353.0	878.0	8998.0	9876.0	615.0	46.0	661.0
-	600.0	890.0	1490.0	718.0	3562.0	4280.0	902.0	9105.0	10007.0	651.0	8.0	659.0
-	592.0	916.0	1508.0	723.0	3622.0	4345.0	907.0	9003.0	9910.0	640.0	20.0	660.0
-	590.0	916.0	1506.0	719.0	3583.0	4302.0	907.0	8956.0	9863.0	636.0	34.0	670.0
-	599.0	876.0	1475.0	724.0	3606.0	4330.0	896.0	8879.0	9775.0	620.0	15.0	635.0
-	592.0	898.0	1490.0	725.0	3656.0	4381.0	901.0	9105.0	10006.0	642.0	-5.0	637.0
-	594.0	901.0	1495.0	738.0	3296.0	4034.0	914.0	8988.0	9902.0	641.0	53.0	694.0
-	598.0	880.0	1478.0	723.0	3590.0	4313.0	899.0	9031.0	9930.0	620.0	45.0	665.0
-	596.0	901.0	1497.0	726.0	3609.0	4335.0	895.0	9080.0	9975.0	641.0	15.0	656.0
-	608.0	871.0	1479.0	725.0	3694.0	4419.0	899.0	8988.0	9887.0	640.0	42.0	682.0
-	599.0	886.0	1485.0	728.0	3671.0	4399.0	902.0	8835.0	9737.0	651.0	31.0	682.0
-	601.0	1059.0	1660.0	727.0	3672.0	4399.0	893.0	8919.0	9812.0	642.0	-7.0	635.0
-	601.0	887.0	1488.0	721.0	3966.0	4687.0	900.0	9802.0	10702.0	622.0	36.0	658.0
-	589.0	839.0	1428.0	727.0	3613.0	4340.0	875.0	9006.0	9881.0	632.0	59.0	691.0
-	593.0	922.0	1515.0	721.0	3638.0	4359.0	894.0	8984.0	9878.0	622.0	54.0	676.0
-	607.0	870.0	1477.0	719.0	3609.0	4328.0	907.0	9091.0	9998.0	647.0	27.0	674.0
-	594.0	900.0	1494.0	724.0	3797.0	4521.0	875.0	8922.0	9797.0	624.0	32.0	656.0
-	596.0	891.0	1487.0	721.0	3496.0	4217.0	872.0	9153.0	10025.0	644.0	26.0	670.0
-	592.0	893.0	1485.0	751.0	3611.0	4362.0	869.0	9142.0	10011.0	636.0	31.0	667.0
-	596.0	879.0	1475.0	726.0	3630.0	4356.0	876.0	9184.0	10060.0	637.0	17.0	654.0
-	592.0	902.0	1494.0	747.0	3819.0	4566.0	892.0	9422.0	10314.0	615.0	51.0	666.0
2048 (AVG)	1186.9	3055.5	4242.4	1468.4	13242.3	14710.7	1771.2	33136.2	34907.4	1203.3	44.8	1248.0
-	1187.0	3014.0	4201.0	1478.0	13277.0	14755.0	1817.0	33412.0	35229.0	1220.0	23.0	1243.0
-	1164.0	3136.0	4300.0	1490.0	13364.0	14854.0	1759.0	33677.0	35436.0	1225.0	18.0	1243.0
-	1166.0	3043.0	4209.0	1469.0	13691.0	15160.0	1764.0	32897.0	34661.0	1220.0	10.0	1230.0
-	1170.0	3052.0	4222.0	1443.0	13113.0	14556.0	1769.0	32880.0	34649.0	1199.0	53.0	1252.0
-	1202.0	3024.0	4226.0	1503.0	12997.0	14500.0	1765.0	32853.0	34618.0	1221.0	23.0	1244.0
-	1182.0	3185.0	4367.0	1472.0	12810.0	14282.0	1763.0	32673.0	34436.0	1215.0	.0	1215.0
-	1183.0	3221.0	4404.0	1444.0	13057.0	14501.0	1767.0	32738.0	34505.0	1216.0	2.0	1218.0
-	1165.0	3036.0	4201.0	1516.0	12948.0	14464.0	1756.0	34298.0	36054.0	1205.0	32.0	1237.0
-	1182.0	3117.0	4299.0	1481.0	12940.0	14421.0	1757.0	33869.0	35626.0	1186.0	52.0	1238.0
-	1168.0	3053.0	4221.0	1476.0	12954.0	14430.0	1751.0	32755.0	34506.0	1191.0	49.0	1240.0
-	1175.0	3038.0	4213.0	1464.0	12784.0	14248.0	1773.0	33471.0	35244.0	1210.0	38.0	1248.0
-	1166.0	3079.0	4245.0	1487.0	13017.0	14504.0	1756.0	33043.0	34799.0	1202.0	14.0	1216.0
-	1167.0	3261.0	4428.0	1512.0	13126.0	14638.0	1759.0	33072.0	34831.0	1222.0	29.0	1251.0
-	1171.0	2976.0	4147.0	1481.0	13304.0	14785.0	1774.0	33190.0	34964.0	1208.0	29.0	1237.0
-	1172.0	3057.0	4229.0	1477.0	12822.0	14299.0	1763.0	33069.0	34832.0	1195.0	21.0	1216.0
-	1174.0	2941.0	4115.0	1445.0	13044.0	14489.0	1792.0	33028.0	34820.0	1201.0	40.0	1241.0
-	1173.0	3288.0	4461.0	1475.0	13761.0	15236.0	1801.0	32917.0	34718.0	1203.0	40.0	1243.0
-	1175.0	3020.0	4195.0	1469.0	13347.0	14816.0	1790.0	33232.0	35022.0	1204.0	64.0	1268.0
