eye maximum 131072 descriptions with 50 repeats
-	142.0	21.0	163.0
-	132.0	40.0	172.0
-	133.0	37.0	170.0
-	127.0	22.0	149.0
-	135.0	24.0	159.0
-	131.0	24.0	155.0
-	130.0	24.0	154.0
-	136.0	25.0	161.0
-	130.0	38.0	168.0
-	134.0	37.0	171.0
-	125.0	41.0	166.0
-	130.0	25.0	155.0
-	149.0	13.0	162.0
-	855.0	-694.0	161.0
-	150.0	-1.0	149.0
-	143.0	4.0	147.0
-	150.0	9.0	159.0
-	136.0	172.0	308.0
-	137.0	26.0	163.0
-	136.0	55.0	191.0
256 (AVG)	220.8	24.7	245.6
-	211.0	24.0	235.0
-	246.0	-5.0	241.0
-	214.0	39.0	253.0
-	203.0	49.0	252.0
-	206.0	30.0	236.0
-	206.0	29.0	235.0
-	209.0	22.0	231.0
-	198.0	44.0	242.0
-	204.0	27.0	231.0
-	215.0	51.0	266.0
-	214.0	17.0	231.0
-	207.0	44.0	251.0
-	208.0	20.0	228.0
-	203.0	134.0	337.0
-	207.0	49.0	256.0
-	205.0	28.0	233.0
-	205.0	44.0	249.0
-	200.0	66.0	266.0
-	213.0	29.0	242.0
-	198.0	33.0	231.0
-	384.0	-150.0	234.0
-	334.0	-94.0	240.0
-	201.0	45.0	246.0
-	211.0	26.0	237.0
-	214.0	39.0	253.0
-	205.0	33.0	238.0
-	216.0	13.0	229.0
-	213.0	39.0	252.0
-	226.0	11.0	237.0
-	237.0	-3.0	234.0
-	214.0	29.0	243.0
-	201.0	43.0	244.0
-	198.0	36.0	234.0
-	200.0	104.0	304.0
-	215.0	103.0	318.0
-	203.0	20.0	223.0
-	204.0	53.0	257.0
-	212.0	34.0	246.0
-	211.0	51.0	262.0
-	205.0	15.0	220.0
-	216.0	36.0	252.0
-	212.0	22.0	234.0
-	342.0	-112.0	230.0
-	321.0	-79.0	242.0
-	234.0	10.0	244.0
-	210.0	23.0	233.0
-	205.0	36.0	241.0
-	203.0	34.0	237.0
-	216.0	17.0	233.0
-	206.0	29.0	235.0
512 (AVG)	365.4	19.4	384.8
-	349.0	40.0	389.0
-	346.0	25.0	371.0
-	346.0	35.0	381.0
-	347.0	22.0	369.0
-	352.0	38.0	390.0
-	348.0	47.0	395.0
-	359.0	26.0	385.0
-	362.0	16.0	378.0
-	346.0	67.0	413.0
-	356.0	17.0	373.0
-	351.0	29.0	380.0
-	342.0	31.0	373.0
-	347.0	46.0	393.0
-	338.0	35.0	373.0
-	348.0	27.0	375.0
-	345.0	38.0	383.0
-	863.0	-491.0	372.0
-	422.0	-55.0	367.0
-	349.0	40.0	389.0
-	369.0	-11.0	358.0
-	378.0	3.0	381.0
-	380.0	3.0	383.0
-	347.0	90.0	437.0
-	347.0	39.0	386.0
-	338.0	36.0	374.0
-	360.0	14.0	374.0
-	350.0	34.0	384.0
-	355.0	20.0	375.0
-	341.0	45.0	386.0
-	389.0	-8.0	381.0
-	360.0	24.0	384.0
-	365.0	2.0	367.0
-	345.0	38.0	383.0
-	358.0	11.0	369.0
-	344.0	33.0	377.0
-	349.0	130.0	479.0
-	359.0	30.0	389.0
-	346.0	59.0	405.0
-	351.0	29.0	380.0
-	347.0	34.0	381.0
-	348.0	26.0	374.0
-	349.0	38.0	387.0
-	361.0	35.0	396.0
-	383.0	-7.0	376.0
-	364.0	19.0	383.0
-	364.0	5.0	369.0
-	357.0	28.0	385.0
-	350.0	86.0	436.0
-	347.0	32.0	379.0
-	351.0	20.0	371.0
1024 (AVG)	638.9	46.6	685.5
-	628.0	29.0	657.0
-	644.0	19.0	663.0
-	639.0	24.0	663.0
-	633.0	33.0	666.0
-	640.0	26.0	666.0
-	632.0	40.0	672.0
-	669.0	-3.0	666.0
-	636.0	43.0	679.0
-	662.0	1.0	663.0
-	627.0	48.0	675.0
-	652.0	15.0	667.0
-	626.0	38.0	664.0
-	625.0	29.0	654.0
-	755.0	-98.0	657.0
-	708.0	-20.0	688.0
-	637.0	22.0	659.0
-	635.0	28.0	663.0
-	630.0	42.0	672.0
-	629.0	29.0	658.0
-	633.0	28.0	661.0
-	632.0	28.0	660.0
-	650.0	15.0	665.0
-	633.0	14.0	647.0
-	642.0	29.0	671.0
-	638.0	22.0	660.0
-	634.0	37.0	671.0
-	631.0	35.0	666.0
-	633.0	36.0	669.0
-	636.0	45.0	681.0
-	633.0	34.0	667.0
-	639.0	29.0	668.0
-	624.0	37.0	661.0
-	633.0	53.0	686.0
-	637.0	25.0	662.0
-	626.0	29.0	655.0
-	629.0	37.0	666.0
-	632.0	30.0	662.0
-	636.0	20.0	656.0
-	622.0	51.0	673.0
-	634.0	31.0	665.0
-	638.0	30.0	668.0
-	639.0	27.0	666.0
-	615.0	47.0	662.0
-	624.0	34.0	658.0
-	638.0	34.0	672.0
-	635.0	46.0	681.0
-	634.0	987.0	1621.0
-	640.0	33.0	673.0
-	638.0	50.0	688.0
-	632.0	32.0	664.0
2048 (AVG)	1221.8	47.1	1268.9
-	1223.0	54.0	1277.0
-	1213.0	95.0	1308.0
-	1215.0	34.0	1249.0
-	1210.0	62.0	1272.0
-	1211.0	120.0	1331.0
-	1219.0	35.0	1254.0
-	1248.0	30.0	1278.0
-	1219.0	57.0	1276.0
-	1217.0	96.0	1313.0
-	1228.0	47.0	1275.0
-	1226.0	35.0	1261.0
-	1223.0	61.0	1284.0
-	1210.0	46.0	1256.0
-	1226.0	29.0	1255.0
-	1221.0	48.0	1269.0
-	1220.0	31.0	1251.0
-	1218.0	50.0	1268.0
-	1225.0	31.0	1256.0
-	1219.0	57.0	1276.0
-	1225.0	44.0	1269.0
-	1217.0	67.0	1284.0
-	1216.0	62.0	1278.0
-	1220.0	41.0	1261.0
-	1221.0	30.0	1251.0
-	1209.0	55.0	1264.0
-	1213.0	62.0	1275.0
-	1257.0	13.0	1270.0
-	1230.0	40.0	1270.0
-	1215.0	39.0	1254.0
-	1226.0	28.0	1254.0
-	1230.0	67.0	1297.0
-	1226.0	28.0	1254.0
-	1219.0	27.0	1246.0
-	1232.0	35.0	1267.0
-	1228.0	35.0	1263.0
-	1200.0	45.0	1245.0
-	1222.0	29.0	1251.0
-	1210.0	62.0	1272.0
-	1265.0	5.0	1270.0
-	1208.0	55.0	1263.0
-	1230.0	46.0	1276.0
-	1212.0	40.0	1252.0
-	1214.0	40.0	1254.0
-	1216.0	58.0	1274.0
-	1219.0	47.0	1266.0
-	1229.0	75.0	1304.0
-	1226.0	29.0	1255.0
-	1229.0	25.0	1254.0
-	1214.0	57.0	1271.0
-	1222.0	52.0	1274.0
4096 (AVG)	2405.0	66.1	2471.1
-	2405.0	11.0	2416.0
-	2420.0	57.0	2477.0
-	2439.0	51.0	2490.0
-	2409.0	32.0	2441.0
-	2355.0	136.0	2491.0
-	2404.0	111.0	2515.0
-	2456.0	-35.0	2421.0
-	2395.0	109.0	2504.0
-	2382.0	50.0	2432.0
-	2377.0	137.0	2514.0
-	2417.0	8.0	2425.0
-	2379.0	93.0	2472.0
-	2458.0	-11.0	2447.0
-	2430.0	26.0	2456.0
-	2431.0	-1.0	2430.0
-	2371.0	98.0	2469.0
-	2388.0	49.0	2437.0
-	2397.0	121.0	2518.0
-	2388.0	122.0	2510.0
-	2417.0	9.0	2426.0
-	2380.0	193.0	2573.0
-	2405.0	169.0	2574.0
-	2380.0	129.0	2509.0
-	2501.0	-38.0	2463.0
-	2413.0	-8.0	2405.0
-	2408.0	48.0	2456.0
-	2389.0	71.0	2460.0
-	2385.0	62.0	2447.0
-	2404.0	93.0	2497.0
-	2472.0	-28.0	2444.0
-	2434.0	46.0	2480.0
-	2406.0	81.0	2487.0
-	2389.0	21.0	2410.0
-	2387.0	76.0	2463.0
-	2421.0	47.0	2468.0
-	2447.0	20.0	2467.0
-	2414.0	29.0	2443.0
-	2387.0	75.0	2462.0
-	2388.0	134.0	2522.0
-	2392.0	58.0	2450.0
-	2386.0	12.0	2398.0
-	2385.0	169.0	2554.0
-	2432.0	39.0	2471.0
-	2377.0	78.0	2455.0
-	2374.0	93.0	2467.0
-	2394.0	84.0	2478.0
-	2390.0	68.0	2458.0
-	2367.0	140.0	2507.0
-	2436.0	55.0	2491.0
-	2387.0	116.0	2503.0
8192 (AVG)	4586.2	71.7	4657.8
-	4533.0	226.0	4759.0
-	4516.0	83.0	4599.0
-	4556.0	102.0	4658.0
-	4560.0	319.0	4879.0
-	4516.0	50.0	4566.0
-	4590.0	3.0	4593.0
-	4682.0	-112.0	4570.0
-	4555.0	75.0	4630.0
-	4555.0	-16.0	4539.0
-	4667.0	-41.0	4626.0
-	4746.0	176.0	4922.0
-	4679.0	-19.0	4660.0
-	4522.0	48.0	4570.0
-	4559.0	55.0	4614.0
-	4475.0	67.0	4542.0
-	4475.0	76.0	4551.0
-	4573.0	67.0	4640.0
-	4824.0	-139.0	4685.0
-	4537.0	181.0	4718.0
-	4510.0	55.0	4565.0
-	4587.0	53.0	4640.0
-	4914.0	-361.0	4553.0
-	4501.0	42.0	4543.0
-	4507.0	121.0	4628.0
-	4844.0	-126.0	4718.0
-	4459.0	178.0	4637.0
-	4526.0	60.0	4586.0
-	4494.0	30.0	4524.0
-	4507.0	135.0	4642.0
-	4482.0	419.0	4901.0
-	4505.0	54.0	4559.0
-	4880.0	-249.0	4631.0
-	4467.0	73.0	4540.0
-	4533.0	289.0	4822.0
-	4496.0	48.0	4544.0
-	4501.0	143.0	4644.0
-	4754.0	-186.0	4568.0
-	4507.0	326.0	4833.0
-	4843.0	-203.0	4640.0
-	4489.0	394.0	4883.0
-	4899.0	-81.0	4818.0
-	4515.0	21.0	4536.0
-	4716.0	-84.0	4632.0
-	4471.0	70.0	4541.0
-	4416.0	540.0	4956.0
-	4591.0	308.0	4899.0
-	4515.0	116.0	4631.0
-	4570.0	110.0	4680.0
-	4724.0	-32.0	4692.0
-	4466.0	119.0	4585.0
16384 (AVG)	8959.6	177.3	9136.9
-	9068.0	-208.0	8860.0
-	8726.0	163.0	8889.0
-	8699.0	440.0	9139.0
-	8667.0	929.0	9596.0
-	9031.0	229.0	9260.0
-	8690.0	276.0	8966.0
-	8741.0	318.0	9059.0
-	8872.0	527.0	9399.0
-	8716.0	193.0	8909.0
-	8768.0	129.0	8897.0
-	9104.0	36.0	9140.0
-	9226.0	-5.0	9221.0
-	8836.0	-11.0	8825.0
-	8794.0	133.0	8927.0
-	8814.0	910.0	9724.0
-	8848.0	967.0	9815.0
-	8644.0	259.0	8903.0
-	8708.0	182.0	8890.0
-	8787.0	500.0	9287.0
-	9675.0	-321.0	9354.0
-	8739.0	475.0	9214.0
-	8743.0	459.0	9202.0
-	8599.0	260.0	8859.0
-	8714.0	162.0	8876.0
-	8812.0	47.0	8859.0
-	8880.0	342.0	9222.0
-	9435.0	-487.0	8948.0
-	9186.0	-303.0	8883.0
-	8873.0	117.0	8990.0
-	8954.0	-67.0	8887.0
-	8743.0	278.0	9021.0
-	9096.0	438.0	9534.0
-	8993.0	87.0	9080.0
-	9058.0	212.0	9270.0
-	9610.0	65.0	9675.0
-	8710.0	832.0	9542.0
-	8945.0	174.0	9119.0
-	9099.0	-34.0	9065.0
-	9136.0	-110.0	9026.0
-	9152.0	-246.0	8906.0
-	9169.0	-105.0	9064.0
-	8936.0	-44.0	8892.0
-	9238.0	802.0	10040.0
-	9091.0	-363.0	8728.0
-	8875.0	282.0	9157.0
-	9784.0	-899.0	8885.0
-	8890.0	568.0	9458.0
-	9038.0	-85.0	8953.0
-	9063.0	-86.0	8977.0
-	9004.0	448.0	9452.0
32768 (AVG)	17700.2	403.9	18104.1
-	17893.0	4.0	17897.0
-	18078.0	-223.0	17855.0
-	17593.0	44.0	17637.0
-	17511.0	405.0	17916.0
-	17370.0	1379.0	18749.0
-	17331.0	706.0	18037.0
-	17781.0	-181.0	17600.0
-	17805.0	-72.0	17733.0
-	17534.0	309.0	17843.0
-	17399.0	315.0	17714.0
-	17326.0	1551.0	18877.0
-	17270.0	1107.0	18377.0
-	18081.0	190.0	18271.0
-	17367.0	240.0	17607.0
-	17686.0	674.0	18360.0
-	17168.0	581.0	17749.0
-	17389.0	435.0	17824.0
-	17461.0	324.0	17785.0
-	17444.0	234.0	17678.0
-	17599.0	547.0	18146.0
-	19421.0	-317.0	19104.0
-	17730.0	250.0	17980.0
-	17745.0	575.0	18320.0
-	17800.0	333.0	18133.0
-	17316.0	821.0	18137.0
-	17928.0	537.0	18465.0
-	18544.0	-863.0	17681.0
-	17354.0	1025.0	18379.0
-	17703.0	13.0	17716.0
-	18072.0	-407.0	17665.0
-	18285.0	-249.0	18036.0
-	17843.0	206.0	18049.0
-	18223.0	-87.0	18136.0
-	17343.0	1146.0	18489.0
-	17388.0	1760.0	19148.0
-	17850.0	175.0	18025.0
-	18283.0	651.0	18934.0
-	17776.0	-379.0	17397.0
-	17427.0	333.0	17760.0
-	17943.0	206.0	18149.0
-	18422.0	-645.0	17777.0
-	17436.0	389.0	17825.0
-	17440.0	191.0	17631.0
-	17313.0	919.0	18232.0
-	17509.0	-61.0	17448.0
-	17307.0	766.0	18073.0
-	17601.0	1121.0	18722.0
-	17566.0	1453.0	19019.0
-	17872.0	227.0	18099.0
-	17485.0	1535.0	19020.0
65536 (AVG)	35823.5	633.4	36456.9
-	35915.0	1200.0	37115.0
-	36175.0	-553.0	35622.0
-	35188.0	863.0	36051.0
-	35200.0	1186.0	36386.0
-	35090.0	310.0	35400.0
-	36272.0	249.0	36521.0
-	38607.0	-3064.0	35543.0
-	36729.0	-923.0	35806.0
-	35350.0	402.0	35752.0
-	35681.0	504.0	36185.0
-	36092.0	438.0	36530.0
-	34984.0	1542.0	36526.0
-	36647.0	-294.0	36353.0
-	36133.0	535.0	36668.0
-	34964.0	653.0	35617.0
-	37190.0	387.0	37577.0
-	35436.0	765.0	36201.0
-	36481.0	-143.0	36338.0
-	37188.0	-1547.0	35641.0
-	35507.0	1277.0	36784.0
-	35406.0	493.0	35899.0
-	35706.0	268.0	35974.0
-	35130.0	566.0	35696.0
-	35245.0	814.0	36059.0
-	35601.0	2676.0	38277.0
-	35982.0	-341.0	35641.0
-	35827.0	1636.0	37463.0
-	35852.0	176.0	36028.0
-	35765.0	4753.0	40518.0
-	35898.0	2513.0	38411.0
-	35616.0	350.0	35966.0
-	35371.0	171.0	35542.0
-	35014.0	1907.0	36921.0
-	35737.0	2484.0	38221.0
-	35342.0	977.0	36319.0
-	36174.0	-501.0	35673.0
-	35374.0	1452.0	36826.0
-	37412.0	-823.0	36589.0
-	35094.0	799.0	35893.0
-	35122.0	1228.0	36350.0
-	35232.0	1134.0	36366.0
-	35849.0	812.0	36661.0
-	35279.0	2581.0	37860.0
-	35899.0	72.0	35971.0
-	35152.0	1016.0	36168.0
-	35609.0	532.0	36141.0
-	35443.0	627.0	36070.0
-	35772.0	181.0	35953.0
-	37493.0	-1476.0	36017.0
-	35948.0	808.0	36756.0
131072 (AVG)	74394.5	1042.9	75437.4
-	75534.0	-1388.0	74146.0
-	74704.0	2315.0	77019.0
-	73374.0	2356.0	75730.0
-	74142.0	185.0	74327.0
-	75359.0	-495.0	74864.0
-	75762.0	-1096.0	74666.0
-	73453.0	535.0	73988.0
-	73687.0	2468.0	76155.0
-	73705.0	951.0	74656.0
-	74322.0	2419.0	76741.0
-	75044.0	-644.0	74400.0
-	74288.0	1113.0	75401.0
-	73736.0	2235.0	75971.0
-	73894.0	1330.0	75224.0
-	74440.0	642.0	75082.0
-	75014.0	-243.0	74771.0
-	75020.0	-623.0	74397.0
-	75930.0	310.0	76240.0
-	79392.0	-3245.0	76147.0
-	76258.0	-2469.0	73789.0
-	74191.0	1379.0	75570.0
-	74746.0	694.0	75440.0
-	73449.0	1917.0	75366.0
-	74745.0	115.0	74860.0
-	74028.0	1735.0	75763.0
-	73018.0	1859.0	74877.0
-	73517.0	1133.0	74650.0
-	72814.0	3708.0	76522.0
-	73351.0	2665.0	76016.0
-	73407.0	3682.0	77089.0
-	72753.0	1977.0	74730.0
-	74376.0	2871.0	77247.0
-	74467.0	887.0	75354.0
-	73491.0	1189.0	74680.0
-	73140.0	2698.0	75838.0
-	74117.0	2851.0	76968.0
-	76876.0	821.0	77697.0
-	72651.0	4754.0	77405.0
-	78149.0	-3140.0	75009.0
-	73391.0	2029.0	75420.0
-	74316.0	-250.0	74066.0
-	74106.0	2544.0	76650.0
-	74181.0	696.0	74877.0
-	74555.0	669.0	75224.0
-	75491.0	-785.0	74706.0
-	74207.0	4507.0	78714.0
-	74265.0	587.0	74852.0
-	74507.0	-849.0	73658.0
-	72940.0	1496.0	74436.0
-	73422.0	1050.0	74472.0
